2018,10,31,4,10
2018,10,30,3,4
2018,10,29,2,9
2018,10,28,1,8
2018,10,27,7,1
2018,10,26,6,10
2018,10,25,5,7
2018,10,24,4,6
2018,10,23,3,7
2018,10,22,2,7
2018,10,21,1,6
2018,10,20,7,3
2018,10,19,6,3
2018,10,18,5,18
2018,10,17,4,14
2018,10,16,3,11
2018,10,15,2,5
2018,10,14,1,4
2018,10,13,7,0
2018,10,12,6,12
2018,10,11,5,14
2018,10,10,4,10
2018,10,9,3,7
2018,10,8,2,6
2018,10,7,1,9
2018,10,6,7,3
2018,10,5,6,14
2018,10,4,5,11
2018,10,3,4,10
2018,10,2,3,2
2018,10,1,2,7
